month,day,year,position01,position02,position03,position04,position05,position06
04,7,2022,2,4,29,31,39,9
04,6,2022,5,9,15,36,37,39
04,5,2022,8,11,14,27,34,6
04,4,2022,5,6,10,22,37,29
04,3,2022,1,6,9,16,38,2
04,2,2022,9,10,11,17,27,28
04,1,2022,10,16,21,28,37,29
02,31,2022,1,9,19,20,34,38
02,30,2022,2,11,21,35,37,9
02,29,2022,8,21,22,33,34,11
02,28,2022,1,2,3,13,36,19
02,27,2022,18,19,20,27,29,30
02,26,2022,12,19,25,30,37,28
02,25,2022,4,5,8,10,21,24
02,24,2022,8,18,26,32,38,24
02,23,2022,2,12,15,18,24,17
02,22,2022,2,7,9,17,28,6
02,21,2022,6,7,8,9,36,2
02,20,2022,12,19,26,33,36,34
02,19,2022,1,15,16,27,35,10
02,18,2022,11,20,25,32,38,13
02,17,2022,11,12,18,23,36,25
02,16,2022,5,12,19,20,24,32
02,15,2022,3,5,13,24,38,11
02,14,2022,2,8,10,16,34,4
02,13,2022,10,12,17,23,32,29
02,12,2022,3,12,13,18,34,37
02,11,2022,12,14,18,24,33,38
02,10,2022,2,14,19,23,36,32
02,9,2022,14,27,32,33,36,38
02,8,2022,17,22,24,27,28,21
02,7,2022,10,11,22,35,37,2
02,6,2022,2,4,5,8,16,39
02,5,2022,6,7,13,19,26,20
02,4,2022,5,6,12,15,17,30
02,3,2022,3,6,22,33,34,17
02,2,2022,4,9,31,32,34,38
02,1,2022,8,20,23,29,32,21
02,28,2022,6,26,28,30,38,11
02,27,2022,2,6,26,33,34,15
02,26,2022,13,21,35,36,39,2
02,25,2022,9,12,18,25,35,26
02,24,2022,24,28,33,34,36,16
02,23,2022,3,19,22,24,28,11
02,22,2022,2,20,24,31,39,21
02,21,2022,1,6,9,29,33,7
02,20,2022,4,10,19,35,39,16
02,19,2022,1,9,16,27,29,3
02,18,2022,1,14,29,33,34,22
02,17,2022,16,21,22,24,34,7
02,16,2022,1,7,8,11,33,12
02,15,2022,15,16,19,28,29,8
02,14,2022,3,18,31,32,39,2
02,13,2022,4,7,9,10,28,36
02,12,2022,3,16,17,22,37,12
02,11,2022,1,5,11,19,23,33
02,10,2022,2,18,31,36,38,33
02,9,2022,3,7,17,33,34,31
02,8,2022,6,10,25,30,38,12
02,7,2022,5,16,22,25,35,23
02,6,2022,1,6,10,14,23,31
02,5,2022,10,11,17,18,38,32
02,4,2022,7,19,25,35,36,27
02,3,2022,13,17,22,24,25,1
02,2,2022,5,9,15,31,37,12
02,1,2022,5,15,16,23,33,21
01,31,2022,6,27,35,37,38,5
01,30,2022,5,10,15,23,32,3
01,29,2022,8,22,27,30,33,18
01,28,2022,7,9,10,24,32,19
01,27,2022,7,10,15,27,30,23
01,26,2022,5,12,27,32,35,4
01,25,2022,8,10,15,27,35,6
01,24,2022,14,17,25,33,38,10
01,23,2022,3,10,18,31,34,28
01,22,2022,3,11,13,21,38,28
01,21,2022,1,17,27,33,39,25
01,20,2022,1,6,8,13,20,16
01,19,2022,16,17,24,36,38,15
01,18,2022,4,25,31,32,37,19
01,17,2022,1,5,16,33,39,12
01,16,2022,3,8,18,35,38,17
01,15,2022,7,18,21,27,35,4
01,14,2022,4,11,20,37,39,24
01,13,2022,13,23,28,32,34,7
01,12,2022,3,23,30,32,38,31
01,11,2022,4,7,8,27,39,17
01,10,2022,4,9,19,26,35,3
01,9,2022,1,14,15,21,37,8
01,8,2022,5,6,10,29,36,24
01,7,2022,4,25,28,34,39,27
01,6,2022,2,3,16,28,33,5
01,5,2022,9,12,18,28,36,26
01,4,2022,6,9,11,14,22,38
01,3,2022,9,11,22,32,35,1
01,2,2022,1,9,12,25,35,20
01,1,2022,3,10,11,12,13,28
12,31,2021,5,7,20,29,33,2
12,30,2021,1,4,6,9,38,32
12,29,2021,9,10,12,19,28,15
12,28,2021,8,17,25,38,39,37
12,27,2021,17,18,24,25,34,11
12,26,2021,3,18,19,35,39,34
12,25,2021,9,14,24,28,35,32
12,24,2021,5,6,10,29,35,22
12,23,2021,1,5,11,16,32,37
12,22,2021,1,30,32,37,38,29
12,21,2021,3,4,19,33,36,35
12,20,2021,1,7,14,16,38,10
12,19,2021,1,4,5,15,36,20
12,18,2021,9,11,17,20,25,24
12,17,2021,3,5,14,23,28,8
12,16,2021,8,14,24,32,39,18
12,15,2021,5,13,17,24,36,22
12,14,2021,7,12,18,20,25,30
12,13,2021,9,12,13,26,27,5
12,12,2021,2,6,17,18,30,1
12,11,2021,2,12,24,30,36,32
12,10,2021,1,13,21,22,27,26
12,9,2021,3,11,19,20,23,14
12,8,2021,1,3,17,26,33,13
12,7,2021,11,20,23,26,36,28
12,6,2021,1,6,13,17,33,27
12,5,2021,8,21,23,38,39,16
12,4,2021,20,24,25,33,39,23
12,3,2021,5,14,24,31,37,36
12,2,2021,9,20,24,36,39,5
12,1,2021,4,10,12,14,24,39
11,30,2021,2,7,26,29,39,25
11,29,2021,11,15,20,32,39,17
11,28,2021,2,6,14,22,30,4
11,27,2021,13,22,24,26,34,38
11,26,2021,2,8,17,35,36,4
11,25,2021,4,6,25,31,32,17
11,24,2021,2,12,16,26,35,21
11,23,2021,5,12,32,33,35,34
11,22,2021,4,26,29,33,35,19
11,21,2021,5,6,8,13,34,18
11,20,2021,9,19,30,32,34,31
11,19,2021,12,20,25,36,37,32
11,18,2021,1,18,19,23,36,14
11,17,2021,3,4,22,29,39,30
11,16,2021,6,10,19,23,37,25
11,15,2021,8,19,20,24,27,6
11,14,2021,9,20,25,30,34,28
11,13,2021,10,11,21,33,34,28
11,12,2021,7,15,17,26,39,3
11,11,2021,4,13,14,21,26,8
11,10,2021,12,13,16,24,35,27
11,9,2021,7,12,15,16,24,11
11,8,2021,4,15,16,30,33,3
11,7,2021,8,11,12,19,27,28
11,6,2021,15,16,18,22,24,20
11,5,2021,10,19,32,34,35,8
11,4,2021,8,14,15,16,34,9
11,3,2021,4,7,16,26,30,6
11,2,2021,5,13,29,35,36,17
11,1,2021,3,19,21,30,37,32
10,31,2021,1,16,25,35,38,36
10,30,2021,1,18,19,25,39,37
10,29,2021,6,15,18,20,34,7
10,28,2021,9,31,34,36,39,18
10,27,2021,7,9,24,31,37,32
10,26,2021,2,3,9,23,26,38
10,25,2021,1,11,12,28,31,5
10,24,2021,13,20,34,37,39,10
10,23,2021,6,11,16,29,32,19
10,22,2021,4,26,31,34,36,11
10,21,2021,1,7,10,26,38,39
10,20,2021,3,5,7,17,38,19
10,19,2021,11,20,22,27,32,9
10,18,2021,5,10,32,33,38,6
10,17,2021,12,15,20,23,38,31
10,16,2021,2,4,10,21,36,26
10,15,2021,9,14,28,29,32,11
10,14,2021,8,14,17,27,33,34
10,13,2021,8,9,11,35,38,39
10,12,2021,9,18,26,27,36,16
10,11,2021,8,16,21,23,32,3
10,10,2021,4,16,27,31,32,9
10,9,2021,1,6,21,24,36,33
10,8,2021,6,12,27,33,35,28
10,7,2021,4,6,8,10,15,32
10,6,2021,2,25,28,29,33,36
10,5,2021,14,18,19,24,26,7
10,4,2021,4,21,27,29,34,38
10,3,2021,3,7,21,24,38,17
10,2,2021,2,14,21,29,36,37
10,1,2021,4,6,18,37,38,26
09,30,2021,4,26,29,34,37,14
09,29,2021,5,21,26,31,38,27
09,28,2021,6,7,9,11,17,32
09,27,2021,15,16,18,20,35,11
09,26,2021,2,11,32,33,39,35
09,25,2021,17,27,31,35,37,25
09,24,2021,10,11,13,14,34,35
09,23,2021,2,3,24,36,39,1
09,22,2021,1,11,15,25,31,24
09,21,2021,11,16,19,32,33,3
09,20,2021,8,11,15,30,31,33
09,19,2021,3,5,24,27,34,30
09,18,2021,3,7,9,21,23,32
09,17,2021,5,14,33,36,39,26
09,16,2021,6,26,29,31,38,34
09,15,2021,23,27,29,35,37,28
09,14,2021,9,18,22,26,33,39
09,13,2021,10,13,16,28,31,33
09,12,2021,2,17,23,31,37,6
09,11,2021,1,15,22,23,27,3
09,10,2021,15,22,28,33,36,32
09,9,2021,2,9,21,24,35,22
09,8,2021,4,9,19,22,23,37
09,7,2021,2,13,17,25,37,3
09,6,2021,1,12,19,20,36,26
09,5,2021,5,18,20,26,37,31
09,4,2021,3,13,14,20,37,1
09,3,2021,11,12,26,29,30,15
09,2,2021,10,21,24,26,28,31
09,1,2021,1,11,17,20,35,23
08,31,2021,1,2,3,21,26,10
08,30,2021,1,3,21,33,35,15
08,29,2021,2,6,7,12,29,20
08,28,2021,5,9,10,13,14,20
08,27,2021,1,12,23,28,30,17
08,26,2021,17,18,21,26,27,37
08,25,2021,10,18,23,28,38,27
08,24,2021,8,21,26,31,33,5
08,23,2021,26,27,31,34,35,21
08,22,2021,13,16,25,35,38,29
08,21,2021,1,11,17,19,30,20
08,20,2021,3,5,9,14,26,22
08,19,2021,8,10,15,25,35,28
08,18,2021,5,11,18,29,36,15
08,17,2021,7,17,24,29,37,34
08,16,2021,1,2,5,9,38,11
08,15,2021,2,21,22,31,32,28
08,14,2021,5,18,19,38,39,24
08,13,2021,4,20,24,32,34,14
08,12,2021,9,10,16,26,27,35
08,11,2021,1,12,19,30,38,33
08,10,2021,9,12,15,19,32,22
08,9,2021,3,10,34,35,38,39
08,8,2021,1,14,17,21,37,3
08,7,2021,2,15,22,25,37,10
08,6,2021,2,15,17,25,35,8
08,5,2021,18,19,22,27,35,25
08,4,2021,11,25,28,34,36,39
08,3,2021,8,19,25,36,38,39
08,2,2021,2,27,34,35,37,26
08,1,2021,15,19,23,24,30,9
07,31,2021,2,3,15,23,32,24
07,30,2021,10,20,25,30,33,38
07,29,2021,18,22,29,34,35,21
07,28,2021,4,18,19,20,27,23
07,27,2021,1,12,24,28,29,20
07,26,2021,1,7,8,26,31,9
07,25,2021,2,3,15,16,24,19
07,24,2021,10,16,30,32,35,27
07,23,2021,11,14,15,26,37,20
07,22,2021,3,12,23,26,33,11
07,21,2021,1,5,13,24,38,28
07,20,2021,10,13,20,25,33,14
07,19,2021,3,7,9,17,20,6
07,18,2021,11,16,17,29,38,27
07,17,2021,16,19,20,31,38,4
07,16,2021,1,9,13,15,26,8
07,15,2021,2,11,23,31,32,38
07,14,2021,4,21,28,29,31,15
07,13,2021,5,19,23,29,36,12
07,12,2021,11,14,20,24,31,12
07,11,2021,4,17,18,19,38,11
07,10,2021,1,4,8,21,25,11
07,9,2021,5,10,13,29,38,1
07,8,2021,7,9,10,26,29,13
07,7,2021,1,14,18,20,36,24
07,6,2021,2,5,24,30,32,15
07,5,2021,11,16,31,36,38,2
07,4,2021,14,16,17,30,39,2
07,3,2021,2,14,15,22,27,12
07,2,2021,15,17,27,36,39,18
07,1,2021,3,13,22,27,35,31
06,30,2021,6,11,21,22,35,29
06,29,2021,2,22,25,30,39,13
06,28,2021,5,6,13,27,30,4
06,27,2021,9,11,23,36,37,20
06,26,2021,3,17,18,27,28,31
06,25,2021,1,11,26,32,37,34
06,24,2021,9,20,21,27,39,5
06,23,2021,6,10,18,27,33,19
06,22,2021,6,28,30,34,35,11
06,21,2021,2,6,19,26,37,10
06,20,2021,2,12,26,32,39,37
06,19,2021,11,15,17,19,32,26
06,18,2021,9,16,22,27,39,10
06,17,2021,17,21,26,28,32,7
06,16,2021,8,9,35,37,39,11
06,15,2021,1,10,33,36,38,37
06,14,2021,2,4,20,22,24,9
06,13,2021,14,16,24,31,37,30
06,12,2021,4,13,16,18,33,21
06,11,2021,2,7,14,21,38,13
06,10,2021,16,17,23,28,32,35
06,9,2021,1,2,11,17,39,33
06,8,2021,9,11,12,25,26,31
06,7,2021,2,9,11,20,33,35
06,6,2021,3,5,6,13,30,10
06,5,2021,1,3,28,31,37,26
06,4,2021,11,17,20,31,35,18
06,3,2021,4,14,15,16,18,12
06,2,2021,3,13,17,21,29,38
06,1,2021,10,16,20,30,33,11
05,31,2021,6,14,15,27,36,8
05,30,2021,12,14,20,34,35,39
05,29,2021,9,10,28,33,36,26
05,28,2021,10,20,24,27,28,39
05,27,2021,8,13,17,27,29,38
05,26,2021,9,14,35,36,37,19
05,25,2021,4,9,11,20,24,5
05,24,2021,4,12,14,30,32,20
05,23,2021,5,8,9,18,28,36
05,22,2021,4,15,19,20,30,25
05,21,2021,2,11,15,24,29,36
05,20,2021,11,13,19,35,36,14
05,19,2021,1,6,9,14,21,25
05,18,2021,4,10,25,28,30,39
05,17,2021,4,15,21,38,39,18
05,16,2021,3,9,12,29,35,36
05,15,2021,7,9,14,26,32,38
05,14,2021,1,6,7,11,37,33
05,13,2021,15,22,24,25,39,9
05,12,2021,3,16,24,34,36,2
05,11,2021,4,11,15,35,36,24
05,10,2021,11,23,28,37,39,12
05,9,2021,2,3,11,35,36,18
05,8,2021,2,7,8,13,25,21
05,7,2021,12,23,29,32,33,14
05,6,2021,2,4,11,14,18,33
05,5,2021,2,5,11,12,26,30
05,4,2021,3,12,18,21,29,22
05,3,2021,2,3,24,29,30,22
05,2,2021,1,5,6,12,26,7
05,1,2021,6,9,15,26,39,17
04,30,2021,8,12,28,29,31,4
04,29,2021,3,4,14,21,36,18
04,28,2021,17,22,29,36,37,16
04,27,2021,4,18,32,37,39,24
04,26,2021,9,16,17,24,37,18
04,25,2021,10,12,17,22,32,3
04,24,2021,7,22,25,26,30,3
04,23,2021,8,11,25,37,38,20
04,22,2021,11,16,24,34,37,20
04,21,2021,9,13,22,23,27,32
04,20,2021,3,11,14,20,26,9
04,19,2021,6,9,22,27,31,38
04,18,2021,2,22,24,26,30,13
04,17,2021,8,9,13,26,29,3
04,16,2021,3,6,18,37,38,2
04,15,2021,16,20,31,34,39,2
04,14,2021,2,4,30,32,36,28
04,13,2021,5,7,11,14,16,2
04,12,2021,15,19,24,32,36,37
04,11,2021,7,13,15,18,24,6
04,10,2021,4,8,11,25,39,12
04,9,2021,3,8,14,17,18,39
04,8,2021,2,3,20,33,39,7
04,7,2021,5,6,12,19,38,32
04,6,2021,23,24,28,29,30,8
04,5,2021,5,13,31,36,37,19
04,4,2021,10,16,17,33,35,25
04,3,2021,3,8,11,22,28,9
04,2,2021,9,19,22,33,34,36
04,1,2021,2,15,24,32,36,16
02,31,2021,20,22,34,35,39,36
02,30,2021,10,14,16,22,35,32
02,29,2021,8,10,12,23,25,1
02,28,2021,4,5,6,30,35,12
02,27,2021,1,5,16,18,31,39
02,26,2021,30,33,34,36,38,7
02,25,2021,5,8,14,22,29,20
02,24,2021,1,11,13,22,27,2
02,23,2021,6,22,28,35,36,14
02,22,2021,1,15,28,35,36,9
02,21,2021,5,7,11,27,36,13
02,20,2021,1,14,19,27,28,12
02,19,2021,3,14,26,29,34,30
02,18,2021,9,20,26,27,34,17
02,17,2021,8,20,26,31,38,2
02,16,2021,8,20,26,31,38,12
02,15,2021,1,8,25,34,38,13
02,14,2021,8,21,32,33,38,17
02,13,2021,2,10,13,22,36,14
02,12,2021,2,13,14,33,39,1
02,11,2021,7,12,28,35,38,39
02,10,2021,2,9,14,27,37,31
02,9,2021,10,12,30,34,37,18
02,8,2021,6,14,16,20,33,13
02,7,2021,6,13,17,25,35,16
02,6,2021,2,10,24,25,33,20
02,5,2021,3,12,18,27,38,7
02,4,2021,2,3,13,23,37,35
02,3,2021,11,19,21,30,37,34
02,2,2021,1,3,16,17,29,22
02,1,2021,5,10,13,33,39,24
02,28,2021,8,11,20,25,37,6
02,27,2021,9,11,26,34,36,37
02,26,2021,3,8,18,24,39,14
02,25,2021,3,5,26,29,39,15
02,24,2021,5,13,17,24,32,19
02,23,2021,10,12,24,36,37,28
02,22,2021,1,3,8,21,36,9
02,21,2021,4,15,18,35,36,29
02,20,2021,5,11,18,26,28,6
02,19,2021,3,8,24,29,34,23
02,18,2021,4,9,21,23,36,12
02,17,2021,3,8,15,24,34,29
02,16,2021,2,7,12,14,38,25
02,15,2021,4,12,22,38,39,25
02,14,2021,5,8,22,29,35,20
02,13,2021,6,12,13,20,39,8
02,12,2021,12,15,16,18,37,8
02,11,2021,3,16,20,27,38,7
02,10,2021,13,22,23,25,36,19
02,9,2021,17,28,29,34,36,8
02,8,2021,2,18,20,36,39,27
02,7,2021,5,11,14,18,37,26
02,6,2021,3,4,15,23,25,35
02,5,2021,12,13,14,18,26,16
02,4,2021,2,11,17,20,36,4
02,3,2021,1,5,8,23,24,3
02,2,2021,11,18,19,25,34,15
02,1,2021,9,13,26,28,35,14
01,31,2021,1,8,25,29,31,4
01,30,2021,2,4,10,29,36,5
01,29,2021,5,7,11,25,38,14
01,28,2021,4,12,14,15,18,17
01,27,2021,5,9,10,15,26,12
01,26,2021,3,13,29,32,39,8
01,25,2021,1,4,9,33,38,21
01,24,2021,1,10,14,23,32,12
01,23,2021,6,7,18,26,34,21
01,22,2021,2,9,25,26,34,24
01,21,2021,2,4,14,18,37,13
01,20,2021,9,14,20,35,38,39
01,19,2021,4,22,25,33,36,38
01,18,2021,7,22,29,35,36,13
01,17,2021,5,12,23,32,34,1
01,16,2021,8,15,28,29,36,14
01,15,2021,5,13,27,31,39,35
01,14,2021,2,15,24,27,33,29
01,13,2021,1,6,29,30,33,7
01,12,2021,5,8,22,30,35,18
01,11,2021,1,4,20,26,33,14
01,10,2021,8,18,22,31,39,9
01,9,2021,1,14,27,36,39,10
01,8,2021,2,12,15,28,29,17
01,7,2021,10,14,18,21,25,29
01,6,2021,5,12,26,30,34,11
01,5,2021,1,2,30,33,35,10
01,4,2021,3,4,6,33,37,36
01,3,2021,12,19,20,26,38,14
01,2,2021,1,11,23,28,31,19
01,1,2021,7,13,27,28,29,4
12,31,2020,4,31,32,34,35,18
12,30,2020,5,6,11,13,15,36
12,29,2020,5,16,19,22,26,32
12,28,2020,1,11,28,32,37,8
12,27,2020,2,3,11,24,39,21
12,26,2020,13,14,16,19,32,38
12,25,2020,15,16,27,36,37,24
12,24,2020,6,20,32,33,38,39
12,23,2020,4,12,16,24,33,25
12,22,2020,3,13,16,18,31,22
12,21,2020,12,14,23,27,38,6
12,20,2020,9,13,20,28,37,33
12,19,2020,14,19,21,25,38,27
12,18,2020,2,9,14,24,27,30
12,17,2020,1,33,34,36,37,29
12,16,2020,3,6,8,13,31,17
12,15,2020,3,6,27,34,37,7
12,14,2020,12,13,23,35,38,7
12,13,2020,12,16,17,20,36,21
12,12,2020,8,12,21,31,33,35
12,11,2020,8,13,31,34,37,16
12,10,2020,10,11,16,18,29,35
12,9,2020,2,15,16,17,30,1
12,8,2020,15,16,22,24,26,29
12,7,2020,22,26,30,33,35,6
12,6,2020,14,22,27,29,38,39
12,5,2020,1,4,10,12,39,22
12,4,2020,10,12,18,19,29,39
12,3,2020,1,2,14,21,30,38
12,2,2020,1,8,20,21,23,15
12,1,2020,4,8,32,33,35,1
11,30,2020,6,7,18,24,29,36
11,29,2020,1,7,8,11,26,4
11,28,2020,1,18,29,30,39,4
11,27,2020,9,19,27,31,39,34
11,26,2020,9,14,23,25,30,33
11,25,2020,1,8,15,17,19,36
11,24,2020,3,12,15,22,32,31
11,23,2020,1,10,24,34,35,31
11,22,2020,19,20,28,33,37,31
11,21,2020,1,14,15,18,28,25
11,20,2020,13,21,27,28,31,26
11,19,2020,5,6,14,29,35,27
11,18,2020,6,17,20,21,22,27
11,17,2020,9,14,15,24,25,10
11,16,2020,1,14,18,26,34,3
11,15,2020,10,11,20,23,38,21
11,14,2020,13,29,30,33,34,9
11,13,2020,2,18,21,24,25,5
11,12,2020,1,5,14,22,31,12
11,11,2020,15,16,27,31,32,23
11,10,2020,3,21,26,29,39,6
11,9,2020,8,16,24,29,37,6
11,8,2020,5,6,13,34,38,24
11,7,2020,21,22,29,30,37,5
11,6,2020,1,2,16,26,29,20
11,5,2020,8,17,27,28,38,22
11,4,2020,1,4,14,26,33,10
11,3,2020,8,11,15,16,17,3
11,2,2020,27,30,34,36,39,4
11,1,2020,8,11,23,26,32,1
10,31,2020,9,13,24,27,39,5
10,30,2020,12,19,27,30,31,24
10,29,2020,12,18,29,30,38,37
10,28,2020,4,19,25,29,36,16
10,27,2020,12,14,30,33,36,6
10,26,2020,4,9,16,31,34,15
10,25,2020,9,11,13,22,33,14
10,24,2020,10,23,28,33,39,5
10,23,2020,1,16,17,20,34,7
10,22,2020,19,22,31,33,34,24
10,21,2020,13,25,29,30,31,26
10,20,2020,5,17,21,25,34,19
10,19,2020,8,14,19,24,34,27
10,18,2020,10,23,25,30,37,8
10,17,2020,1,22,23,26,30,16
10,16,2020,4,14,24,28,37,22
10,15,2020,9,12,15,24,31,14
10,14,2020,3,5,9,18,19,12
10,13,2020,20,21,25,29,36,14
10,12,2020,3,5,7,29,39,20
10,11,2020,9,13,25,26,34,39
10,10,2020,5,9,16,38,39,10
10,9,2020,2,10,13,14,38,30
10,8,2020,4,14,34,36,38,37
10,7,2020,18,21,25,33,34,11
10,6,2020,3,4,12,13,20,34
10,5,2020,5,8,16,30,39,32
10,4,2020,1,8,10,16,22,33
10,3,2020,4,14,23,26,32,24
10,2,2020,2,12,25,31,35,4
10,1,2020,15,16,20,24,34,33
09,30,2020,1,4,15,21,35,10
09,29,2020,5,6,14,21,24,38
09,28,2020,3,14,21,24,31,36
09,27,2020,7,15,17,26,29,12
09,26,2020,4,9,10,29,36,1
09,25,2020,9,19,23,35,38,18
09,24,2020,2,3,4,15,19,21
09,23,2020,6,10,22,26,39,20
09,22,2020,14,15,17,23,34,6
09,21,2020,9,12,15,30,33,23
09,20,2020,4,16,17,18,22,33
09,19,2020,1,17,24,34,36,7
09,18,2020,15,20,21,27,32,6
09,17,2020,1,23,26,32,34,15
09,16,2020,2,9,12,22,28,27
09,15,2020,4,7,15,24,36,32
09,14,2020,4,31,34,35,36,16
09,13,2020,9,14,25,28,29,15
09,12,2020,15,16,17,19,32,18
09,11,2020,2,5,19,30,33,23
09,10,2020,8,16,19,25,34,37
09,9,2020,2,9,13,23,29,8
09,8,2020,16,29,31,32,39,8
09,7,2020,1,11,15,18,26,7
09,6,2020,8,14,15,19,28,4
09,5,2020,1,3,9,20,31,24
09,4,2020,3,7,8,13,33,34
09,3,2020,10,16,20,30,36,31
09,2,2020,1,10,25,26,28,22
09,1,2020,11,13,16,22,36,5
08,31,2020,6,8,18,25,38,12
08,30,2020,5,25,27,38,39,9
08,29,2020,2,4,5,24,26,23
08,28,2020,6,10,13,18,34,26
08,27,2020,7,12,26,30,38,28
08,26,2020,12,15,32,36,38,3
08,25,2020,11,22,24,29,30,7
08,24,2020,17,25,29,37,39,19
08,23,2020,1,31,33,38,39,19
08,22,2020,23,28,30,33,34,1
08,21,2020,21,30,37,38,39,28
08,20,2020,2,4,7,17,21,36
08,19,2020,8,12,15,20,33,4
08,18,2020,18,20,23,27,33,10
08,17,2020,23,28,33,34,36,20
08,16,2020,5,8,11,19,24,39
08,15,2020,5,10,15,18,34,17
08,14,2020,14,20,22,28,29,6
08,13,2020,2,6,29,35,39,23
08,12,2020,6,11,13,15,19,4
08,11,2020,4,5,8,20,25,12
08,10,2020,3,22,29,33,38,31
08,9,2020,9,27,28,29,34,21
08,8,2020,23,25,27,28,33,11
08,7,2020,10,19,28,29,37,3
08,6,2020,1,11,12,13,36,10
08,5,2020,6,10,23,37,39,34
08,4,2020,18,20,32,33,34,16
08,3,2020,2,6,32,35,37,13
08,2,2020,5,12,16,22,33,17
08,1,2020,6,15,24,31,38,30
07,31,2020,3,4,11,19,21,36
07,30,2020,1,5,8,10,15,12
07,29,2020,9,12,22,23,32,38
07,28,2020,24,29,30,32,36,39
07,27,2020,13,15,24,29,34,21
07,26,2020,16,25,28,30,38,9
07,25,2020,1,14,18,23,27,10
07,24,2020,5,10,12,20,28,3
07,23,2020,16,19,20,24,37,32
07,22,2020,1,12,25,26,30,32
07,21,2020,8,22,27,37,39,32
07,20,2020,18,20,23,30,32,4
07,19,2020,6,7,12,17,28,32
07,18,2020,1,9,23,33,34,25
07,17,2020,3,11,14,32,33,8
07,16,2020,2,6,9,34,37,5
07,15,2020,4,5,9,25,32,12
07,14,2020,9,14,16,21,22,25
07,13,2020,15,19,23,25,28,13
07,12,2020,12,14,15,16,20,29
07,11,2020,12,25,30,34,38,10
07,10,2020,4,14,17,20,35,33
07,9,2020,4,11,19,26,36,16
07,8,2020,7,9,12,17,26,29
07,7,2020,3,7,11,24,28,26
07,6,2020,16,20,27,34,35,26
07,5,2020,6,9,14,16,21,15
07,4,2020,1,10,15,21,36,6
07,3,2020,3,14,20,23,37,35
07,2,2020,9,13,29,33,34,6
07,1,2020,6,13,17,26,31,3
06,30,2020,3,5,18,24,36,2
06,29,2020,8,12,13,19,39,7
06,28,2020,1,16,17,22,34,33
06,27,2020,16,27,28,33,37,21
06,26,2020,3,10,11,12,35,37
06,25,2020,16,18,24,29,36,5
06,24,2020,5,16,19,33,39,20
06,23,2020,3,6,19,25,26,33
06,22,2020,5,8,14,34,39,16
06,21,2020,15,18,23,28,33,19
06,20,2020,1,5,7,17,22,39
06,19,2020,21,22,24,26,37,8
06,18,2020,6,9,20,25,29,7
06,17,2020,8,27,30,32,39,34
06,16,2020,15,17,23,29,39,3
06,15,2020,2,4,7,9,15,38
06,14,2020,5,6,14,15,37,33
06,13,2020,13,21,23,25,30,36
06,12,2020,2,9,11,13,17,25
06,11,2020,1,11,20,21,32,39
06,10,2020,1,14,18,19,32,13
06,9,2020,2,5,6,8,31,32
06,8,2020,4,13,19,20,26,12
06,7,2020,3,19,24,36,39,15
06,6,2020,3,9,13,18,20,7
06,5,2020,11,13,16,23,38,22
06,4,2020,2,17,23,36,39,34
06,3,2020,1,6,22,30,36,9
06,2,2020,3,22,25,29,34,5
06,1,2020,8,20,25,28,35,16
05,31,2020,8,11,13,19,37,34
05,30,2020,11,14,20,31,34,36
05,29,2020,11,18,21,24,28,20
05,28,2020,3,8,29,32,38,6
05,27,2020,4,7,13,14,28,31
05,26,2020,10,17,26,28,36,8
05,25,2020,11,16,26,32,34,4
05,24,2020,24,26,31,35,36,6
05,23,2020,1,11,28,30,33,36
05,22,2020,10,16,18,31,39,11
05,21,2020,6,12,16,17,19,29
05,20,2020,4,15,24,26,29,19
05,19,2020,17,24,30,34,35,22
05,18,2020,6,25,30,34,38,23
05,17,2020,10,13,16,18,35,39
05,16,2020,8,10,12,23,33,36
05,15,2020,17,23,32,38,39,33
05,14,2020,2,8,15,21,23,6
05,13,2020,2,13,18,20,38,32
05,12,2020,12,13,29,30,36,9
05,11,2020,12,22,29,35,37,20
05,10,2020,3,10,14,38,39,19
05,9,2020,1,7,21,25,36,29
05,8,2020,18,24,28,33,35,30
05,7,2020,5,11,16,26,35,25
05,6,2020,1,12,27,29,32,31
05,5,2020,15,17,26,28,30,38
05,4,2020,5,12,19,24,26,15
05,3,2020,8,13,18,26,27,11
05,2,2020,1,4,8,22,28,2
05,1,2020,1,3,7,19,23,26
04,30,2020,2,4,7,12,34,1
04,29,2020,13,17,18,24,36,23
04,28,2020,2,9,31,33,34,4
04,27,2020,18,22,29,35,39,17
04,26,2020,10,11,13,28,32,34
04,25,2020,13,21,22,26,27,8
04,24,2020,10,14,25,33,34,4
04,23,2020,3,5,8,9,37,27
04,22,2020,23,30,32,36,37,25
04,21,2020,21,26,33,34,38,24
04,20,2020,18,26,28,29,31,33
04,19,2020,2,6,8,25,37,12
04,18,2020,5,20,30,32,34,27
04,17,2020,2,13,16,18,27,14
04,16,2020,1,8,10,19,30,26
04,15,2020,21,25,32,36,37,7
04,14,2020,6,13,19,30,35,28
04,13,2020,12,14,21,29,34,16
04,12,2020,6,17,25,33,39,5
04,11,2020,3,28,34,37,39,1
04,10,2020,9,15,28,31,39,23
04,9,2020,5,12,19,22,34,36
04,8,2020,12,13,29,30,32,25
04,7,2020,14,15,26,33,35,28
04,6,2020,9,10,14,20,28,29
04,5,2020,3,5,13,20,28,22
04,4,2020,5,10,24,26,31,12
04,3,2020,12,25,27,29,38,4
