month,day,year,position01,position02,position03,position04,position05
01,9,2022,2,15,35,39,40
01,8,2022,11,15,24,38,39
01,7,2022,4,10,13,32,34
01,6,2022,22,28,37,39,41
01,5,2022,2,6,31,32,35
01,4,2022,5,10,14,29,34
01,3,2022,18,26,31,34,35
01,2,2022,8,12,22,32,37
01,1,2022,10,11,27,29,41
12,31,2021,11,25,27,35,40
12,30,2021,4,10,14,28,29
12,29,2021,6,24,32,36,37
12,28,2021,7,12,19,35,37
12,27,2021,5,16,17,28,35
12,26,2021,4,14,15,23,33
12,25,2021,4,21,26,27,34
12,24,2021,2,8,20,26,39
12,23,2021,3,7,12,31,35
12,22,2021,1,4,15,20,22
12,21,2021,13,21,27,32,37
12,20,2021,7,9,10,27,30
12,19,2021,5,21,25,27,37
12,18,2021,1,4,8,22,24
12,17,2021,1,3,5,16,27
12,16,2021,22,28,34,35,41
12,15,2021,2,9,10,15,21
12,14,2021,2,7,17,20,26
12,13,2021,11,14,22,25,34
12,12,2021,1,6,10,13,41
12,11,2021,9,23,32,38,40
12,10,2021,8,20,25,35,40
12,9,2021,3,18,31,34,36
12,8,2021,6,18,35,37,40
12,7,2021,21,22,24,28,32
12,6,2021,3,10,13,36,41
12,5,2021,23,26,30,32,38
12,4,2021,6,16,21,35,36
12,3,2021,3,4,10,35,36
12,2,2021,2,15,24,30,36
12,1,2021,6,13,23,25,28
11,30,2021,3,11,20,33,40
11,29,2021,1,9,11,16,31
11,28,2021,9,13,24,34,35
11,27,2021,3,9,11,27,34
11,26,2021,6,13,19,26,38
11,25,2021,1,3,11,16,25
11,24,2021,16,18,20,29,31
11,23,2021,5,6,27,34,36
11,22,2021,6,8,10,37,40
11,21,2021,1,6,16,23,30
11,20,2021,11,12,14,20,24
11,19,2021,19,24,25,31,35
11,18,2021,4,16,21,34,38
11,17,2021,3,19,28,32,36
11,16,2021,3,6,7,17,25
11,15,2021,14,30,35,36,38
11,14,2021,7,9,23,30,41
11,13,2021,1,5,8,21,33
11,12,2021,8,24,25,35,40
11,11,2021,11,16,18,31,32
11,10,2021,22,27,29,31,38
11,9,2021,7,22,31,32,40
11,8,2021,12,16,19,21,27
11,7,2021,2,3,16,24,30
11,6,2021,16,21,24,38,40
11,5,2021,13,17,22,36,40
11,4,2021,4,12,15,26,36
11,3,2021,4,19,26,33,40
11,2,2021,1,34,35,39,41
11,1,2021,4,6,32,35,39
10,31,2021,12,18,39,40,41
10,30,2021,4,15,35,38,39
10,29,2021,5,6,11,25,35
10,28,2021,2,4,23,26,31
10,27,2021,7,8,14,27,34
10,26,2021,3,8,16,21,35
10,25,2021,3,11,13,16,23
10,24,2021,10,11,12,18,31
10,23,2021,6,18,20,22,24
10,22,2021,3,6,10,31,38
10,21,2021,3,4,5,6,33
10,20,2021,10,25,28,29,32
10,19,2021,10,17,24,25,33
10,18,2021,11,15,20,22,39
10,17,2021,3,18,19,27,37
10,16,2021,4,5,9,25,41
10,15,2021,14,18,25,33,38
10,14,2021,2,19,21,31,36
10,13,2021,15,17,31,33,40
10,12,2021,23,25,26,30,37
10,11,2021,11,12,24,28,29
10,10,2021,7,9,22,24,32
10,9,2021,17,22,30,32,37
10,8,2021,11,13,32,37,41
10,7,2021,2,10,21,22,39
10,6,2021,3,12,14,32,35
10,5,2021,8,10,17,25,36
10,4,2021,22,24,25,36,39
10,3,2021,6,9,25,26,39
10,2,2021,19,28,30,32,39
10,1,2021,1,7,8,17,24
09,30,2021,2,15,17,34,40
09,29,2021,18,26,27,28,29
09,28,2021,12,15,18,28,31
09,27,2021,12,14,24,39,40
09,26,2021,7,24,25,31,33
09,25,2021,3,18,27,29,30
09,24,2021,3,7,14,27,33
09,23,2021,3,5,22,29,34
09,22,2021,4,5,13,15,18
09,21,2021,15,21,22,34,41
09,20,2021,1,10,14,16,27
09,19,2021,2,5,9,12,24
09,18,2021,9,11,13,14,34
09,17,2021,12,25,30,31,37
09,16,2021,7,14,16,22,27
09,15,2021,3,22,33,34,41
09,14,2021,2,4,11,29,32
09,13,2021,11,15,17,22,24
09,12,2021,9,27,29,31,39
09,11,2021,18,21,27,34,40
09,10,2021,7,20,32,36,37
09,9,2021,10,14,18,20,35
09,8,2021,8,15,28,36,38
09,7,2021,15,16,21,22,41
09,6,2021,8,9,30,33,38
09,5,2021,6,13,37,38,41
09,4,2021,2,5,21,24,39
09,3,2021,1,10,13,21,23
09,2,2021,8,9,20,36,41
09,1,2021,6,10,22,27,40
08,31,2021,11,16,28,32,39
08,30,2021,5,8,22,31,34
08,29,2021,4,12,13,25,29
08,28,2021,3,6,17,22,26
08,27,2021,2,15,24,25,36
08,26,2021,7,14,25,35,39
08,25,2021,23,24,33,34,35
08,24,2021,11,13,18,20,31
08,23,2021,13,19,23,27,32
08,22,2021,2,10,15,25,36
08,21,2021,5,8,10,23,32
08,20,2021,17,26,34,38,41
08,19,2021,1,5,11,22,37
08,18,2021,3,7,9,12,33
08,17,2021,2,6,10,17,33
08,16,2021,8,14,15,36,37
08,15,2021,9,16,30,37,38
08,14,2021,13,14,19,21,33
08,13,2021,2,8,18,26,38
08,12,2021,12,16,19,28,29
08,11,2021,3,23,26,31,41
08,10,2021,7,8,15,18,26
08,9,2021,11,18,31,37,38
08,8,2021,4,5,13,17,24
08,7,2021,4,17,20,27,36
08,6,2021,9,16,21,24,34
08,5,2021,1,22,29,30,32
08,4,2021,1,3,8,21,38
08,3,2021,7,14,20,26,27
08,2,2021,5,8,24,34,41
08,1,2021,4,27,29,30,41
07,31,2021,2,19,28,31,33
07,30,2021,2,8,25,27,34
07,29,2021,2,9,14,20,27
07,28,2021,4,10,19,37,39
07,27,2021,9,22,31,32,40
07,26,2021,2,4,6,25,27
07,25,2021,1,8,12,34,38
07,24,2021,1,3,8,9,32
07,23,2021,2,3,7,17,25
07,22,2021,3,4,12,25,39
07,21,2021,4,11,17,19,30
07,20,2021,4,18,27,28,37
07,19,2021,2,10,14,35,39
07,18,2021,5,7,15,37,41
07,17,2021,2,7,12,23,25
07,16,2021,1,2,9,16,29
07,15,2021,4,10,13,26,37
07,14,2021,20,23,25,30,38
07,13,2021,6,15,16,20,38
07,12,2021,3,6,31,33,36
07,11,2021,3,4,12,16,29
07,10,2021,15,18,22,28,39
07,9,2021,8,9,24,35,39
07,8,2021,9,12,16,18,39
07,7,2021,6,11,19,21,23
07,6,2021,1,9,12,23,32
07,5,2021,4,12,28,33,41
07,4,2021,1,4,8,11,18
07,3,2021,21,30,31,32,39
07,2,2021,7,14,37,38,41
07,1,2021,8,12,20,24,32
06,30,2021,16,23,30,38,40
06,29,2021,5,9,10,35,36
06,28,2021,13,19,23,24,28
06,27,2021,4,16,22,30,40
06,26,2021,9,13,22,39,40
06,25,2021,5,6,8,14,29
06,24,2021,7,11,26,27,29
06,23,2021,4,5,14,23,29
06,22,2021,1,2,20,25,27
06,21,2021,14,16,18,33,35
06,20,2021,6,16,18,24,34
06,19,2021,19,20,28,32,36
06,18,2021,6,8,15,18,38
06,17,2021,20,21,26,31,32
06,16,2021,6,7,13,27,39
06,15,2021,7,12,31,37,39
06,14,2021,13,14,32,34,35
06,13,2021,14,15,16,29,40
06,12,2021,8,11,23,24,30
06,11,2021,5,19,35,37,38
06,10,2021,5,11,24,27,36
06,9,2021,9,22,23,25,29
06,8,2021,16,19,32,34,37
06,7,2021,4,10,13,23,28
06,6,2021,2,16,25,32,33
06,5,2021,3,8,11,32,35
06,4,2021,8,18,19,28,40
06,3,2021,2,4,13,18,36
06,2,2021,12,21,28,32,39
06,1,2021,21,26,32,38,41
05,31,2021,3,6,11,39,40
05,30,2021,1,2,9,22,27
05,29,2021,9,11,18,22,25
05,28,2021,12,13,19,33,41
05,27,2021,14,16,20,26,30
05,26,2021,10,12,23,39,40
05,25,2021,1,14,21,35,36
05,24,2021,3,13,14,16,31
05,23,2021,13,26,33,39,41
05,22,2021,2,20,34,40,41
05,21,2021,13,29,36,37,40
05,20,2021,8,10,18,21,39
05,19,2021,3,5,13,37,41
05,18,2021,20,31,33,38,40
05,17,2021,5,8,15,16,23
05,16,2021,5,9,18,27,30
05,15,2021,4,20,32,38,40
05,14,2021,2,21,22,24,29
05,13,2021,1,6,10,12,31
05,12,2021,16,17,25,26,37
05,11,2021,3,15,25,33,37
05,10,2021,15,17,25,34,38
05,9,2021,15,24,26,34,37
05,8,2021,30,34,35,38,41
05,7,2021,6,8,12,21,32
05,6,2021,9,12,17,24,29
05,5,2021,1,19,23,32,34
05,4,2021,10,20,31,33,34
05,3,2021,1,5,31,36,41
05,2,2021,16,22,26,29,37
05,1,2021,18,27,31,36,37
04,30,2021,1,4,12,28,33
04,29,2021,8,23,30,40,41
04,28,2021,4,8,12,24,27
04,27,2021,14,24,30,32,41
04,26,2021,14,17,18,19,21
04,25,2021,9,20,23,25,32
04,24,2021,3,12,24,26,32
04,23,2021,2,8,30,32,39
04,22,2021,10,16,20,27,39
04,21,2021,10,30,35,38,41
04,20,2021,1,5,13,20,34
04,19,2021,8,19,21,40,41
04,18,2021,1,11,13,31,35
04,17,2021,14,18,20,33,39
04,16,2021,20,24,33,37,40
04,15,2021,5,13,15,25,39
04,14,2021,22,25,32,35,40
04,13,2021,11,16,34,37,41
04,12,2021,14,22,23,33,34
04,11,2021,3,12,28,36,41
04,10,2021,2,4,12,30,31
04,9,2021,3,5,18,26,29
04,8,2021,2,8,26,27,31
04,7,2021,2,9,15,19,21
04,6,2021,6,7,18,24,33
04,5,2021,5,12,23,30,39
04,4,2021,2,9,18,21,23
04,3,2021,10,14,23,28,41
04,2,2021,4,9,24,32,35
04,1,2021,13,16,18,31,34
02,31,2021,12,17,21,32,36
02,30,2021,2,12,20,23,32
02,29,2021,11,14,20,23,24
02,28,2021,4,14,19,25,30
02,27,2021,1,15,17,19,21
02,26,2021,1,26,30,40,41
02,25,2021,9,12,16,25,29
02,24,2021,7,20,21,26,34
02,23,2021,10,25,28,31,37
02,22,2021,20,21,31,40,41
02,21,2021,14,19,22,27,28
02,20,2021,5,11,22,27,35
02,19,2021,9,10,20,22,24
02,18,2021,10,12,25,32,41
02,17,2021,16,18,21,26,41
02,16,2021,3,6,20,21,28
02,15,2021,9,11,25,36,41
02,14,2021,2,21,22,23,41
02,13,2021,6,25,26,28,39
02,12,2021,20,24,30,33,34
02,11,2021,1,2,9,34,40
02,10,2021,9,10,17,18,22
02,9,2021,2,6,12,23,41
02,8,2021,5,10,21,33,40
02,7,2021,6,7,14,28,35
02,6,2021,18,20,29,30,32
02,5,2021,16,17,19,27,30
02,4,2021,6,7,22,26,37
02,3,2021,2,11,16,34,37
02,2,2021,18,24,28,35,38
02,1,2021,3,11,12,36,40
02,28,2021,14,15,16,17,21
02,27,2021,4,25,31,32,37
02,26,2021,3,14,25,34,38
02,25,2021,10,12,20,36,37
02,24,2021,3,7,11,28,37
02,23,2021,25,29,30,34,35
02,22,2021,7,21,27,33,38
02,21,2021,9,19,29,35,37
02,20,2021,6,7,23,27,40
02,19,2021,14,21,24,27,33
02,18,2021,1,11,24,27,29
02,17,2021,13,15,21,32,34
02,16,2021,6,12,20,33,35
02,15,2021,1,30,33,36,37
02,14,2021,6,17,32,39,41
02,13,2021,2,20,28,31,38
02,12,2021,17,18,23,29,31
02,11,2021,1,20,22,25,29
02,10,2021,1,7,24,27,37
02,9,2021,2,12,14,35,36
02,8,2021,5,10,18,24,28
02,7,2021,2,7,9,21,38
02,6,2021,6,17,19,30,37
02,5,2021,4,17,28,30,33
02,4,2021,2,12,15,18,20
02,3,2021,1,14,29,30,36
02,2,2021,1,5,32,34,36
02,1,2021,2,8,24,30,39
01,31,2021,1,8,12,31,34
01,30,2021,2,4,14,29,36
01,29,2021,11,26,30,31,35
01,28,2021,4,18,24,37,40
01,27,2021,7,16,22,24,32
01,26,2021,21,22,25,31,40
01,25,2021,1,5,13,15,25
01,24,2021,9,16,20,24,39
01,23,2021,7,14,20,25,36
01,22,2021,8,17,23,25,37
01,21,2021,1,23,25,31,37
01,20,2021,8,25,31,33,41
01,19,2021,5,6,12,22,29
01,18,2021,1,4,18,27,38
01,17,2021,3,5,8,14,17
01,16,2021,2,16,28,30,39
01,15,2021,7,12,31,35,40
01,14,2021,1,3,17,31,37
01,13,2021,12,17,26,28,37
01,12,2021,1,2,18,26,40
01,11,2021,5,10,26,33,34
01,10,2021,7,10,21,27,39
01,9,2021,3,6,26,33,40
01,8,2021,10,16,24,29,38
01,7,2021,2,14,27,31,35
01,6,2021,5,14,27,31,33
01,5,2021,9,15,29,32,39
01,4,2021,3,12,23,24,28
01,3,2021,9,21,30,31,41
01,2,2021,14,18,25,28,34
01,1,2021,13,16,17,21,32
12,31,2020,20,21,24,27,37
12,30,2020,1,4,12,20,21
12,29,2020,5,9,16,33,34
12,28,2020,3,6,28,30,39
12,27,2020,1,4,17,30,35
12,26,2020,12,19,26,27,39
12,25,2020,16,21,22,29,40
12,24,2020,8,9,27,29,41
12,23,2020,7,10,16,21,29
12,22,2020,6,21,26,28,33
12,21,2020,9,18,19,30,40
12,20,2020,3,6,7,20,33
12,19,2020,23,30,32,34,37
12,18,2020,9,12,14,33,39
12,17,2020,12,15,29,30,39
12,16,2020,2,21,25,29,34
12,15,2020,1,4,14,20,28
12,14,2020,5,6,14,20,39
12,13,2020,8,21,24,27,30
12,12,2020,5,6,12,36,41
12,11,2020,5,25,27,31,32
12,10,2020,9,26,37,40,41
12,9,2020,14,16,20,24,25
12,8,2020,7,15,25,32,41
12,7,2020,11,23,28,36,37
12,6,2020,1,7,20,25,26
12,5,2020,16,18,27,36,38
12,4,2020,4,29,33,37,41
12,3,2020,4,8,15,20,34
12,2,2020,4,11,12,18,34
12,1,2020,18,22,27,33,36
11,30,2020,15,25,27,38,41
11,29,2020,3,11,13,22,39
11,28,2020,3,31,32,36,41
11,27,2020,18,22,25,29,31
11,26,2020,8,15,23,25,39
11,25,2020,10,17,18,34,38
11,24,2020,6,17,27,31,33
11,23,2020,3,19,28,33,40
11,22,2020,4,15,29,30,36
11,21,2020,1,11,21,27,28
11,20,2020,6,8,11,25,26
11,19,2020,11,21,22,37,38
11,18,2020,3,5,15,16,40
11,17,2020,3,12,17,18,31
11,16,2020,14,18,30,34,39
11,15,2020,3,12,35,36,37
11,14,2020,3,5,17,27,31
11,13,2020,10,25,26,32,34
11,12,2020,2,16,18,21,25
11,11,2020,6,23,30,38,39
11,10,2020,5,11,19,22,35
11,9,2020,2,9,10,28,33
11,8,2020,5,26,31,32,37
11,7,2020,6,14,23,34,41
11,6,2020,1,9,13,30,31
11,5,2020,7,15,24,25,29
11,4,2020,16,22,32,34,36
11,3,2020,3,4,25,35,36
11,2,2020,10,17,24,26,35
11,1,2020,7,21,30,37,40
10,31,2020,8,12,19,28,37
10,30,2020,3,10,12,17,39
10,29,2020,27,30,32,33,37
10,28,2020,5,26,34,35,40
10,27,2020,17,18,25,28,30
10,26,2020,4,8,19,24,33
10,25,2020,1,2,7,15,18
10,24,2020,4,7,14,25,28
10,23,2020,9,19,22,25,29
10,22,2020,3,10,22,24,26
10,21,2020,2,6,9,11,14
10,20,2020,1,8,9,18,32
10,19,2020,16,21,22,24,29
10,18,2020,10,14,16,17,32
10,17,2020,3,7,12,16,33
10,16,2020,2,16,20,25,33
10,15,2020,6,16,24,29,30
10,14,2020,3,13,21,29,30
10,13,2020,3,4,6,18,25
10,12,2020,3,14,16,25,33
10,11,2020,1,6,10,18,32
10,10,2020,2,9,23,24,32
10,9,2020,3,7,12,19,32
10,8,2020,1,7,12,16,26
10,7,2020,1,2,13,16,29
10,6,2020,11,23,30,31,33
10,5,2020,9,15,26,29,33
10,4,2020,1,4,10,24,32
10,3,2020,5,9,17,25,32
10,2,2020,1,3,7,8,29
10,1,2020,7,11,22,27,34
09,30,2020,6,9,21,24,28
09,29,2020,3,20,26,32,34
09,28,2020,3,11,18,26,31
09,27,2020,5,8,9,19,25
09,26,2020,6,17,20,22,28
09,25,2020,17,21,22,24,28
09,24,2020,6,21,26,29,30
09,23,2020,1,3,4,22,33
09,22,2020,2,7,10,16,26
09,21,2020,6,10,19,23,24
09,20,2020,3,4,17,19,22
09,19,2020,9,12,15,22,24
09,18,2020,1,3,10,30,32
09,17,2020,2,6,11,13,18
09,16,2020,7,10,28,31,34
09,15,2020,6,9,20,25,33
09,14,2020,4,5,12,20,21
09,13,2020,2,12,17,20,28
09,12,2020,3,8,11,13,15
09,11,2020,1,5,8,14,31
09,10,2020,2,14,21,32,34
09,9,2020,7,10,23,28,34
09,8,2020,2,3,17,29,30
09,7,2020,3,5,6,12,19
09,6,2020,6,16,23,28,32
09,5,2020,2,13,14,17,23
09,4,2020,4,6,20,22,33
09,3,2020,13,23,24,25,33
09,2,2020,16,26,27,31,33
09,1,2020,5,6,8,23,30
08,31,2020,2,8,17,22,32
08,30,2020,6,15,20,25,34
08,29,2020,3,6,12,28,31
08,28,2020,2,12,17,18,28
08,27,2020,8,11,12,16,27
08,26,2020,9,12,14,26,31
08,25,2020,8,10,25,30,32
08,24,2020,4,12,14,28,32
08,23,2020,6,18,22,29,30
08,22,2020,1,2,16,24,33
08,21,2020,16,24,29,30,33
08,20,2020,9,10,21,26,32
08,19,2020,4,6,14,30,31
08,18,2020,9,11,14,28,31
08,17,2020,3,9,11,16,31
08,16,2020,13,22,24,28,31
08,15,2020,3,13,23,24,28
08,14,2020,6,8,10,13,20
08,13,2020,5,9,15,26,29
08,12,2020,7,15,17,28,31
08,11,2020,8,12,16,25,30
08,10,2020,6,17,18,20,34
08,9,2020,13,21,23,24,29
08,8,2020,7,10,20,25,31
08,7,2020,5,22,25,27,33
08,6,2020,1,2,18,25,34
08,5,2020,2,4,11,27,30
08,4,2020,19,21,24,29,34
08,3,2020,6,23,25,27,32
08,2,2020,2,7,11,23,33
08,1,2020,7,9,19,24,25
07,31,2020,1,20,29,32,34
07,30,2020,1,7,20,26,28
07,29,2020,2,5,6,32,34
07,28,2020,1,8,15,17,31
07,27,2020,4,11,13,15,24
07,26,2020,1,12,14,16,24
07,25,2020,8,10,15,16,34
07,24,2020,12,15,20,21,32
07,23,2020,3,5,13,17,24
07,22,2020,4,7,12,13,30
07,21,2020,16,17,18,22,26
07,20,2020,2,7,17,19,27
07,19,2020,4,12,16,24,29
07,18,2020,5,9,21,23,33
07,17,2020,1,11,12,14,19
07,16,2020,1,4,9,25,34
07,15,2020,4,6,10,16,29
07,14,2020,2,10,11,20,29
07,13,2020,8,9,11,16,22
07,12,2020,5,11,19,30,31
07,11,2020,16,24,29,30,34
07,10,2020,6,15,18,28,33
07,9,2020,4,11,14,24,31
07,8,2020,10,12,26,29,30
07,7,2020,1,18,25,26,32
07,6,2020,5,8,17,30,33
07,5,2020,5,11,17,22,34
07,4,2020,7,14,20,23,26
07,3,2020,4,7,11,28,30
07,2,2020,3,10,20,25,28
07,1,2020,4,8,17,25,28
06,30,2020,1,2,7,17,30
06,29,2020,6,11,12,15,28
06,28,2020,4,7,20,24,27
06,27,2020,8,16,22,32,34
06,26,2020,2,8,10,23,30
06,25,2020,8,14,19,22,23
06,24,2020,3,11,17,18,20
06,23,2020,15,17,19,23,28
06,22,2020,11,14,21,27,31
06,21,2020,2,7,9,10,25
06,20,2020,1,13,15,20,23
06,19,2020,6,15,22,24,32
06,18,2020,11,13,18,19,30
06,17,2020,1,12,18,28,29
06,16,2020,6,7,16,18,22
06,15,2020,4,8,10,13,17
06,14,2020,2,3,4,18,28
06,13,2020,1,2,7,11,16
06,12,2020,5,9,18,26,27
06,11,2020,1,5,8,20,22
06,10,2020,2,5,13,15,34
06,9,2020,15,22,24,26,33
06,8,2020,6,8,12,14,28
06,7,2020,7,14,24,32,33
06,6,2020,3,12,16,21,26
06,5,2020,5,6,16,22,30
06,4,2020,1,16,17,20,28
06,3,2020,2,16,19,28,33
06,2,2020,4,8,26,27,32
06,1,2020,10,17,22,30,31
05,31,2020,12,16,21,28,33
05,30,2020,10,15,25,29,34
05,29,2020,14,20,23,25,34
05,28,2020,2,10,29,30,32
05,27,2020,2,3,10,21,23
05,26,2020,9,10,25,30,32
05,25,2020,1,6,13,20,34
05,24,2020,3,4,21,30,32
05,23,2020,5,16,20,25,29
05,22,2020,10,11,19,21,30
05,21,2020,1,13,22,27,30
05,20,2020,4,11,22,25,32
05,19,2020,2,3,6,11,13
05,18,2020,2,12,25,27,31
05,17,2020,8,9,22,28,30
05,16,2020,8,9,12,26,32
05,15,2020,10,14,19,22,34
05,14,2020,7,8,11,14,32
05,13,2020,1,2,11,13,21
05,12,2020,4,5,10,11,19
05,11,2020,1,5,21,28,34
05,10,2020,9,14,30,33,34
05,9,2020,3,4,12,17,24
05,8,2020,11,20,21,28,33
05,7,2020,3,15,18,28,34
05,6,2020,1,23,24,26,34
05,5,2020,8,10,16,20,21
05,4,2020,1,5,10,11,15
05,3,2020,8,11,17,20,23
05,2,2020,1,10,12,26,30
05,1,2020,1,13,16,28,30
04,30,2020,16,17,23,26,34
04,29,2020,9,10,11,14,27
04,28,2020,17,23,24,25,30
04,27,2020,4,10,19,21,23
04,26,2020,10,12,16,32,33
04,25,2020,1,14,24,32,33
04,24,2020,11,16,20,29,30
04,23,2020,1,6,7,21,34
04,22,2020,8,11,12,16,30
04,21,2020,9,17,22,27,34
04,20,2020,1,4,8,10,30
04,19,2020,13,26,29,30,31
04,18,2020,11,14,16,31,32
04,17,2020,5,19,21,24,26
04,16,2020,20,25,30,33,34
04,15,2020,13,17,19,24,27
04,14,2020,3,6,25,31,33
04,13,2020,1,5,7,15,23
04,12,2020,1,12,25,29,34
04,11,2020,3,4,25,27,31
04,10,2020,3,4,13,26,32
04,9,2020,2,8,13,30,34
04,8,2020,2,4,24,28,32
04,7,2020,5,18,21,23,31
04,6,2020,2,8,15,29,32
04,5,2020,7,8,21,26,27
04,4,2020,6,11,16,22,33
04,3,2020,9,15,16,19,29
04,2,2020,9,11,12,17,30
04,1,2020,4,7,11,22,34
02,31,2020,3,11,12,17,25
02,30,2020,7,14,15,19,32
02,29,2020,6,20,24,26,29
02,28,2020,11,13,22,26,34
02,27,2020,10,12,15,19,23
02,26,2020,1,8,10,12,21
02,25,2020,3,7,18,20,24
02,24,2020,3,12,24,31,32
02,23,2020,1,7,14,15,17
02,22,2020,2,12,27,28,30
02,21,2020,1,4,11,19,33
02,20,2020,4,6,22,23,27
02,19,2020,8,23,25,30,34
02,18,2020,8,16,25,27,29
02,17,2020,7,15,17,18,27
02,16,2020,1,3,9,19,26
02,15,2020,8,13,23,26,32
02,14,2020,1,9,19,21,24
02,13,2020,1,19,21,27,31
02,12,2020,7,19,21,27,34
02,11,2020,8,9,16,17,29
02,10,2020,4,7,9,17,24
02,9,2020,2,7,25,31,34
02,8,2020,6,7,12,28,29
02,7,2020,8,19,28,30,33
02,6,2020,2,6,17,21,27
02,5,2020,11,16,17,22,24
02,4,2020,13,14,21,23,25
02,3,2020,3,7,18,20,24
02,2,2020,5,15,16,19,31
02,1,2020,2,12,16,27,32
02,29,2020,8,12,17,21,25
02,28,2020,3,16,21,24,31
02,27,2020,4,8,24,33,34
02,26,2020,2,8,14,25,32
02,25,2020,2,5,13,14,27
02,24,2020,9,12,19,22,31
02,23,2020,8,15,16,31,34
02,22,2020,10,11,12,17,19
02,21,2020,12,20,21,33,34
02,20,2020,7,9,10,16,21
02,19,2020,7,8,9,26,33
02,18,2020,3,6,14,19,30
02,17,2020,7,8,14,19,27
02,16,2020,9,10,24,26,34
02,15,2020,1,2,20,25,27
02,14,2020,8,9,14,19,28
02,13,2020,13,17,19,23,25
02,12,2020,2,3,7,17,27
02,11,2020,2,6,7,11,24
02,10,2020,5,6,9,26,27
02,9,2020,3,7,21,22,28
02,8,2020,7,8,15,21,31
02,7,2020,6,11,12,16,24
02,6,2020,4,6,19,22,28
02,5,2020,2,15,28,32,33
02,4,2020,4,6,16,27,34
02,3,2020,8,9,17,21,25
02,2,2020,9,20,27,31,33
02,1,2020,1,8,12,13,21
01,31,2020,16,23,25,31,32
01,30,2020,2,4,9,16,30
01,29,2020,5,9,17,24,30
01,28,2020,16,20,22,23,25
01,27,2020,4,15,19,30,32
01,26,2020,2,9,15,17,22
01,25,2020,8,13,15,31,34
01,24,2020,6,14,17,22,31
01,23,2020,3,7,9,21,26
01,22,2020,6,23,28,31,33
01,21,2020,12,14,22,26,29
01,20,2020,4,9,15,24,29
01,19,2020,3,5,17,28,30
01,18,2020,5,21,23,24,29
01,17,2020,1,2,11,14,33
01,16,2020,13,24,26,29,32
01,15,2020,8,9,26,31,33
01,14,2020,4,7,9,23,32
01,13,2020,3,15,24,26,30
01,12,2020,4,7,13,17,29
01,11,2020,5,8,9,13,19
01,10,2020,1,2,5,8,25
01,9,2020,2,9,18,21,33
01,8,2020,9,11,21,23,25
01,7,2020,3,10,12,17,30
01,6,2020,2,4,7,22,27
01,5,2020,15,16,19,27,31
01,4,2020,3,6,12,27,34
01,3,2020,1,3,8,11,31
01,2,2020,5,7,12,17,18
01,1,2020,2,14,23,25,26
